date,value,latent_mean,split
2023-06-05,244.131857683531,241.838208461758,train
2023-06-12,241.487569542426,241.063709586086,train
2023-06-19,242.627551263269,240.073193467080,train
2023-06-26,243.205173183208,238.886207848334,train
2023-07-03,241.535575118793,237.525165441161,train
2023-07-10,237.166700089767,236.015017096788,train
2023-07-17,236.161441216253,234.382887966766,train
2023-07-24,231.943237742459,232.657681957176,train
2023-07-31,235.091400604798,230.869660244596,train
2023-08-07,234.331467452717,229.050000000000,train
2023-08-14,227.598953288418,227.230339755404,train
2023-08-21,227.541979751270,225.442318042824,train
2023-08-28,225.640462383007,223.717112033234,train
2023-09-04,222.754229938651,222.084982903212,train
2023-09-11,221.770095924434,220.574834558839,train
2023-09-18,218.090278120973,219.213792151666,train
2023-09-25,219.721329287453,218.026806532920,train
2023-10-02,216.076901864709,217.036290413914,train
2023-10-09,219.104942784785,216.261791538242,train
2023-10-16,213.659825384811,215.719707631663,train
2023-10-23,209.262893338762,215.423047286331,train
2023-10-30,212.203352133553,215.381240266235,train
2023-11-06,218.014258990016,215.600000000000,train
2023-11-13,219.749480392062,216.081240266235,train
2023-11-20,211.888512317587,216.823047286331,train
2023-11-27,219.744467028220,217.819707631663,train
2023-12-04,217.359498468506,219.061791538242,train
2023-12-11,220.079774282019,220.536290413914,train
2023-12-18,216.896430638376,222.226806532920,train
2023-12-25,224.596058869527,224.113792151666,train
2024-01-01,222.264453015549,226.174834558839,test
2024-01-08,230.582066842308,228.384982903212,test
2024-01-15,232.099532274910,230.717112033234,test
2024-01-22,234.866891738110,233.142318042824,test
2024-01-29,237.028038250334,235.630339755404,test
2024-02-05,233.140233699554,238.150000000000,test
2024-02-12,243.474575103111,240.669660244596,test
2024-02-19,242.361769177955,243.157681957176,test
2024-02-26,248.871709158629,245.582887966766,test
2024-03-04,246.797182116142,247.915017096788,test
2024-03-11,250.618465063031,250.125165441161,test
2024-03-18,245.201277454136,252.186207848334,test
2024-03-25,255.593993712397,254.073193467080,test
2024-04-01,259.370378668121,255.763709586086,test
2024-04-08,259.064063839418,257.238208461758,test
2024-04-15,261.777407262983,258.480292368337,test
2024-04-22,257.848436312697,259.476952713669,test
2024-04-29,260.216040914945,260.218759733765,test
2024-05-06,258.245595202207,260.700000000000,test
2024-05-13,260.357364288058,260.918759733765,test
2024-05-20,261.445625991402,260.876952713669,test
2024-05-27,257.939473856787,260.580292368337,test
2024-06-03,260.793327275952,260.038208461758,test
2024-06-10,263.201218148209,259.263709586086,test
2024-06-17,253.995410015731,258.273193467080,test
2024-06-24,259.486605420440,257.086207848334,test
